PROGRAMA_ID;SNIES;PLAN_ESTUDIOS;PROGRAMA_ACADEMICO;FACULTAD;PERSONA_ID_FK
679;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;679
680;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;680
681;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;681
682;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;682
683;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;683
684;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;684
685;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;685
686;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;686
687;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;687
688;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;688
689;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;689
690;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;690
691;110967;7710;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;691
692;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;692
693;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;693
694;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;694
695;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;695
696;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;696
697;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;697
698;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;698
699;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;699
700;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;700
701;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;701
702;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;702
703;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;703
704;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;704
705;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;705
706;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;706
707;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;707
708;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;708
709;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;709
710;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;710
711;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;711
712;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;712
713;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;713
714;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;714
715;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;715
716;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;716
717;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;717
718;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;718
719;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;719
720;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;720
721;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;721
722;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;722
723;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;723
724;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;724
725;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;725
726;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;726
727;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;727
728;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;728
729;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;729
730;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;730
731;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;731
732;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;732
733;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;733
734;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;734
735;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;735
736;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;736
737;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;737
738;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;738
739;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;739
740;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;740
741;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;741
742;2714;1110;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;742
743;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;743
744;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;744
745;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;745
746;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;746
747;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;747
748;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;748
749;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;749
750;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;750
751;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;751
752;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;752
753;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;753
754;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;754
755;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;755
756;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;756
757;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;757
758;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;758
759;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;759
760;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;760
761;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;761
762;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;762
763;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;763
764;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;764
765;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;765
766;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;766
767;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;767
768;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;768
769;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;769
770;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;770
771;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;771
772;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;772
773;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;773
774;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;774
775;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;775
776;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;776
777;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;777
778;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;778
779;110967;7710;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;779
780;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;780
781;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;781
782;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;782
783;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;783
784;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;784
785;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;785
786;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;786
787;108246;6910;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;FACULTAD DE INGENIERÍA;787
788;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;788
789;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;789
790;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;790
791;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;791
792;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;792
793;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;793
794;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;794
795;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;795
796;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;796
797;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;797
798;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;798
799;111331;1909;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;799
800;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;800
801;103065;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;801
802;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;802
803;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;803
804;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;804
805;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;805
806;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;806
807;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;807
808;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;808
809;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;809
810;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;810
811;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;811
812;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;812
813;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;813
814;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;814
815;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;815
816;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;816
817;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;817
818;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;818
819;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;819
820;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;820
821;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;821
822;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;822
823;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;823
824;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;824
825;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;825
826;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;826
827;101952;6211;TECNOLOGÍA EN GESTIÓN AEROPORTUARIA;FACULTAD DE ADMINISTRACIÓN;827
828;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;828
829;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;829
830;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;830
831;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;831
832;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;832
833;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;833
834;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;834
835;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;835
836;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;836
837;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;837
838;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;838
839;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;839
840;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;840
841;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;841
842;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;842
843;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;843
844;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;844
845;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;845
846;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;846
847;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;847
848;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;848
849;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;849
850;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;850
851;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;851
852;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;852
853;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;853
854;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;854
855;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;855
856;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;856
857;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;857
858;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;858
859;1752;410;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;859
860;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;860
861;106240;6810;TECNOLOGÍA EN GESTIÓN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;861
862;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;862
863;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;863
864;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;864
865;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;865
866;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;866
867;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;867
868;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;868
869;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;869
870;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;870
871;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;871
872;108246;6910;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;FACULTAD DE INGENIERÍA;872
873;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;873
874;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;874
875;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;875
876;101886;3712;TECNOLOGÍA EN GESTIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;876
877;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;877
878;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;878
879;103880;6710;TECNOLOGÍA EN GESTIÓN DE EMPRESAS Y DESTINOS TURÍSTICOS;FACULTAD DE ADMINISTRACIÓN;879
880;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;880
881;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;881
882;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;882
883;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;883
884;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;884
885;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;885
886;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;886
887;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;887
888;1752;410;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;888
889;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;889
890;101952;6210;TECNOLOGÍA EN GESTIÓN AEROPORTUARIA;FACULTAD DE ADMINISTRACIÓN;890
891;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;891
892;1752;410;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;892
893;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;893
894;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;894
895;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;895
896;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;896
897;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;897
898;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;898
899;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;899
900;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;900
901;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;901
902;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;902
903;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;903
904;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;904
905;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;905
906;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;906
907;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;907
908;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;908
909;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;909
910;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;910
911;110967;7710;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;911
912;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;912
913;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;913
914;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;914
915;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;915
916;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;916
917;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;917
918;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;918
919;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;919
